,Part,TrialN,PairID,L_Item,L_Value,R_Item,R_Value,ChosenITM,ChoiceRT,Conf,ConfRT,BlockCond,tDDT,L_IA_DT,R_IA_DT,tGSF,lastFixat,DV,zDV,absDV,zAbsDV,zConf,zChoiceRT,FamLeft,FamRight,Tot_Fam,Tot_Val,FamChosen,FamUnChosen,ValChosen,ValUnChosen,Correct,ZtotFam,ZtotVal,ZValCh,ZValUnCh,ZFamCh,ZFamUnCh,ztGSF,ztDDT,absDDT,ConfSplit,GSFMedSplit,DDTMedSplit
2110,9,191,40,42_dairy_milk_fruit_and_nut.png,0.65,40_nestle_rolo.png,0.35,1,1692,100,884,2.0,-885,1594,709,1,2,-0.30000000000000004,-0.7020866077249229,0.30000000000000004,-0.03991147839574171,0.8205429548218438,-0.44280918746428144,3.83,0.0,3.83,1.0,0.0,3.83,0.35,0.65,1,-0.4413099098090405,-1.2602569584806156,-1.3583134825954095,-0.428330973118897,-1.6520212752443413,0.977688486128933,-0.8023236612313862,-0.7515970023175933,0.7515970023175933,1,0,0
2111,9,192,16,60_caramel_rice_crisps.png,0.5,102_propercorn_worcester.png,0.0,1,1254,100,701,2.0,339,284,623,1,2,-0.5,-1.1701443462082048,0.5,0.6442852941027011,0.8205429548218438,-0.7758213122201123,1.33,0.58,1.91,0.5,0.58,1.33,0.0,0.5,1,-1.3181450531343506,-2.420002625794065,-2.506761721528619,-0.9249465941263122,-1.2552899221389442,-0.709338695733945,-0.8023236612313862,0.6301399878809548,0.6301399878809548,1,0,1
2112,9,193,28,115_shapers_blueberry.png,0.95,52_discos_salt_vinegar.png,0.65,0,1621,82,535,2.0,248,440,688,1,2,-0.29999999999999993,-0.7020866077249227,0.29999999999999993,-0.039911478395742085,0.15573695991742426,-0.4967906049475326,3.33,0.83,4.16,1.6,3.33,0.83,0.95,0.65,0,-0.2906038695500028,0.13143784229552424,0.6104549270043783,-0.428330973118897,0.6257639072400938,-1.0467441321065207,-0.8023236612313862,0.5274128096880889,0.5274128096880889,0,0,1
2113,9,194,32,58_walnut_whip.png,0.95,43_mccoys_steak_crisps.png,0.65,0,1366,84,1196,2.0,157,372,529,1,2,-0.29999999999999993,-0.7020866077249227,0.29999999999999993,-0.039911478395742085,0.229604292684582,-0.6906675268944203,0.0,2.33,2.33,1.6,0.0,2.33,0.95,0.65,0,-1.126337365531939,0.13143784229552424,0.6104549270043783,-0.428330973118897,-1.6520212752443413,-0.03452782298879382,-0.8023236612313862,0.424685631495223,0.424685631495223,1,0,1
2114,9,195,17,26_yorkie.png,0.8,25_wonderful_almonds.png,0.0,0,1707,76,1098,2.0,-247,743,496,1,1,-0.8,-1.872230953933128,0.8,1.6705804528503654,-0.0658650383840489,-0.4314046626438763,0.08,3.83,3.91,0.8,0.08,3.83,0.8,0.0,0,-0.4047751121704859,-1.7241552254059953,0.1182628246044316,-2.5803319974843624,-1.5972997092987693,0.977688486128933,-0.8023236612313862,-0.03137788487750037,0.03137788487750037,0,0,0
2115,9,196,22,14_maltesers.png,0.95,33_walkers_smoky_bacon.png,0.8,1,1089,100,817,2.0,1191,390,1581,2,2,-0.1499999999999999,-0.3510433038624612,0.1499999999999999,-0.5530590577695743,0.8205429548218438,-0.9012710852445692,3.83,3.33,7.16,1.75,3.33,3.83,0.8,0.95,1,1.0794510418957943,0.4793615424895589,0.1182628246044316,0.5649002688959329,0.6257639072400938,0.977688486128933,0.0850389134024051,1.5919373045877874,1.5919373045877874,1,1,1
2116,9,197,30,34_hobnob_flapjack.png,0.8,47_daim.png,0.65,0,1351,92,573,2.0,244,362,606,1,2,-0.15000000000000002,-0.35104330386246146,0.15000000000000002,-0.553059057769574,0.5250736237532129,-0.7020720517148256,0.33,3.33,3.66,1.4500000000000002,0.33,3.33,0.8,0.65,0,-0.518946354790969,-0.21648585789851044,0.1182628246044316,-0.428330973118897,-1.4262948157188566,0.6402830497563574,-0.8023236612313862,0.522897329327963,0.522897329327963,1,0,1
2117,9,198,18,24_twix.png,0.65,20_crunch.png,0.65,0,2537,100,759,2.0,628,828,1456,3,2,0.0,-7.578206972555913e-18,0.0,-1.0662066371434062,0.8205429548218438,0.19964571075187612,3.83,3.08,6.91,1.3,3.83,3.08,0.65,0.65,1,0.9652797992753112,-0.5644095580925457,-0.37392927779551544,-0.428330973118897,0.9677736943999189,0.4715803315700696,0.9724014880361964,0.9563834439000565,0.9563834439000565,1,1,1
2118,9,199,13,117_yogurt_raisins.png,1.55,111_propercorn_sweetnsalty.png,0.65,1,1559,100,469,2.0,189,538,727,1,2,-0.9,-2.1062598231747685,0.9,2.012678839099587,0.8205429548218438,-0.5439293075385406,2.33,0.83,3.16,2.2,0.83,2.33,0.65,1.55,1,-0.7472888400319352,1.523132643071664,-0.37392927779551544,2.5513627529255936,-1.0842850285590315,-0.03452782298879382,-0.8023236612313862,0.46080947437623077,0.46080947437623077,1,0,1
2119,9,200,52,15_jacobs_mini_cheddars.png,0.65,11_lindt_orange.png,0.95,0,1358,100,2042,2.0,183,489,672,2,1,0.29999999999999993,0.7020866077249227,0.29999999999999993,-0.039911478395742085,0.8205429548218438,-0.6967499401319698,1.83,3.58,5.41,1.6,1.83,3.58,0.65,0.95,1,0.28025234355241263,0.13143784229552424,-0.37392927779551544,0.5649002688959329,-0.4002654542393815,0.8089857679426452,0.0850389134024051,0.45403625383604185,0.45403625383604185,1,1,1
2120,9,201,25,113_walkers_cheese.png,0.95,34_hobnob_flapjack.png,0.8,0,2963,70,1726,1.0,1589,737,2326,3,1,-0.1499999999999999,-0.3510433038624612,0.1499999999999999,-0.5530590577695743,-0.2874670366855221,0.5235342156513828,2.83,0.33,3.16,1.75,2.83,0.33,0.95,0.8,1,-0.7472888400319352,0.4793615424895589,0.6104549270043783,0.06828464788851812,0.2837541200802687,-1.3841495684790963,0.9724014880361964,2.0412276004203216,2.0412276004203216,0,1,1
2121,9,202,18,24_twix.png,0.65,20_crunch.png,0.65,1,2341,84,2161,1.0,2033,540,2573,2,2,0.0,-7.578206972555913e-18,0.0,-1.0662066371434062,0.229604292684582,0.05062658643191533,3.83,3.08,6.91,1.3,3.08,3.83,0.65,0.65,1,0.9652797992753112,-0.5644095580925457,-0.37392927779551544,-0.428330973118897,0.45475901366018123,0.977688486128933,0.0850389134024051,2.542445920394305,2.542445920394305,0,1,1
2122,9,203,17,26_yorkie.png,0.8,25_wonderful_almonds.png,0.0,1,2313,82,767,1.0,1797,550,2347,2,2,-0.8,-1.872230953933128,0.8,1.6705804528503654,0.15573695991742426,0.029338140100492363,0.08,3.83,3.91,0.8,3.83,0.08,0.0,0.8,0,-0.4047751121704859,-1.7241552254059953,-2.506761721528619,0.06828464788851812,0.9677736943999189,-1.552852286665384,0.0850389134024051,2.2760325791468725,2.2760325791468725,0,0,1
2123,9,204,28,115_shapers_blueberry.png,0.95,52_discos_salt_vinegar.png,0.65,1,1339,86,768,1.0,844,506,1350,2,2,-0.29999999999999993,-0.7020866077249227,0.29999999999999993,-0.039911478395742085,0.3034716254517397,-0.7111956715711497,3.33,0.83,4.16,1.6,0.83,3.33,0.65,0.95,0,-0.2906038695500028,0.13143784229552424,-0.37392927779551544,0.5649002688959329,-1.0842850285590315,0.6402830497563574,0.0850389134024051,1.200219383346859,1.200219383346859,0,0,1
2124,9,205,42,45_gb_ginger.png,1.25,117_yogurt_raisins.png,1.55,0,1323,100,1152,1.0,614,730,1344,1,1,0.30000000000000004,0.7020866077249229,0.30000000000000004,-0.03991147839574171,0.8205429548218438,-0.7233604980462485,0.58,2.33,2.91,2.8,0.58,2.33,1.25,1.55,0,-0.8614600826524182,2.914827443847803,1.5948391318042723,2.5513627529255936,-1.2552899221389442,-0.03452782298879382,-0.8023236612313862,0.9405792626396156,0.9405792626396156,1,0,1
2125,9,206,26,62_cadbury_wispa.png,0.95,30_starburst_original.png,0.65,1,2284,12,1330,1.0,1858,586,2444,1,2,-0.29999999999999993,-0.7020866077249227,0.29999999999999993,-0.039911478395742085,-2.429619686933096,0.007289392114375705,0.58,4.33,4.91,1.6,4.33,0.58,0.65,0.95,0,0.051909858311446476,0.13143784229552424,-0.37392927779551544,0.5649002688959329,1.309783481559744,-1.2154468502928084,-0.8023236612313862,2.3448936546387937,2.3448936546387937,0,0,1
2126,9,207,45,110_bombay_mix.png,1.4,31_beef_jerky.png,0.95,0,1511,82,1964,1.0,1010,662,1672,3,1,-0.45,-1.0531299115873842,0.45,0.4732361009780902,0.15573695991742426,-0.5804237869638371,3.08,0.33,3.41,2.35,3.08,0.33,1.4,0.95,1,-0.633117597411452,1.8710563432656986,2.0870312342042188,0.5649002688959329,0.45475901366018123,-1.3841495684790963,0.9724014880361964,1.387611818292087,1.387611818292087,0,1,1
2127,9,208,47,38_milkybar.png,0.8,53_eat_natural_almond_apricot.png,0.95,1,1688,30,879,1.0,1188,566,1754,2,2,0.1499999999999999,0.3510433038624612,0.1499999999999999,-0.5530590577695743,-1.7648136920286766,-0.44585039408305616,3.33,1.58,4.91,1.75,1.58,3.33,0.95,0.8,1,0.051909858311446476,0.4793615424895589,0.6104549270043783,0.06828464788851812,-0.571270347819294,0.6402830497563574,0.0850389134024051,1.5885506943176928,1.5885506943176928,0,0,1
2128,9,209,24,41_jelly_babies_berry_mix.png,0.95,112_lindt_extra_creamy.png,0.95,1,848,100,1688,1.0,1147,284,1431,2,2,0.0,-7.578206972555913e-18,0.0,-1.0662066371434062,0.8205429548218438,-1.0845037840257454,3.83,3.58,7.41,1.9,3.58,3.83,0.95,0.95,1,1.1936222845162774,0.8272852426835936,0.6104549270043783,0.5649002688959329,0.7967688008200063,0.977688486128933,0.0850389134024051,1.5422670206264015,1.5422670206264015,1,0,1
2129,9,210,41,57_food_doctor_mild_korma_crisps.png,0.8,104_graze_sriracha.png,0.95,1,2451,94,2755,1.0,896,536,1432,2,2,0.1499999999999999,0.3510433038624612,0.1499999999999999,-0.5530590577695743,0.5989409565203706,0.13425976844821988,0.58,1.08,1.66,1.75,1.08,0.58,0.95,0.8,1,-1.4323162957548337,0.4793615424895589,0.6104549270043783,0.06828464788851812,-0.9132801349791191,-1.2154468502928084,0.0850389134024051,1.2589206280284968,1.2589206280284968,1,0,1
2130,9,211,39,51_smarties.png,0.5,56_marshmallows.png,0.0,0,1051,100,771,1.0,-79,377,298,1,1,-0.5,-1.1701443462082048,0.5,0.6442852941027011,0.8205429548218438,-0.9301625481229288,3.58,3.58,7.16,0.5,3.58,3.58,0.5,0.0,1,1.0794510418957943,-2.420002625794065,-0.8661213801954625,-2.5803319974843624,0.7967688008200063,0.8089857679426452,-0.8023236612313862,0.15827229024779055,0.15827229024779055,1,0,1
2131,9,212,48,40_nestle_rolo.png,0.35,50_nakd_rhubarb_and_custard.png,0.95,1,1537,100,807,1.0,1344,488,1832,2,2,0.6,1.4041732154498456,0.6,0.9863836803519224,0.8205429548218438,-0.5606559439418015,0.0,0.08,0.08,1.2999999999999998,0.08,0.0,0.95,0.35,1,-2.153878549116287,-0.5644095580925461,0.6104549270043783,-1.4215622151337273,-1.5972997092987693,-1.6068371564849961,0.0850389134024051,1.7646544283626058,1.7646544283626058,1,0,1
2132,9,213,16,60_caramel_rice_crisps.png,0.5,102_propercorn_worcester.png,0.0,0,1026,100,1685,1.0,928,503,1431,1,1,-0.5,-1.1701443462082048,0.5,0.6442852941027011,0.8205429548218438,-0.9491700894902708,1.33,0.58,1.91,0.5,1.33,0.58,0.5,0.0,1,-1.3181450531343506,-2.420002625794065,-0.8661213801954625,-2.5803319974843624,-0.7422752413992065,-1.2154468502928084,-0.8023236612313862,1.2950444709095046,1.2950444709095046,1,0,1
2133,9,214,53,42_dairy_milk_fruit_and_nut.png,0.65,23_kp_grazing_mix.png,1.1,1,1821,84,982,1.0,1819,392,2211,2,2,0.4500000000000001,1.0531299115873844,0.4500000000000001,0.4732361009780906,0.229604292684582,-0.34473027400879697,3.83,1.33,5.16,1.75,1.33,3.83,1.1,0.65,1,0.16608110093192957,0.4793615424895589,1.1026470294043256,-0.428330973118897,-0.7422752413992065,0.977688486128933,0.0850389134024051,2.3008677211275654,2.3008677211275654,0,0,1
2134,9,215,37,47_daim.png,0.65,55_bassetts_licorice_allsorts.png,0.0,0,1019,100,1092,1.0,364,799,1163,1,1,-0.65,-1.5211876500706665,0.65,1.1574328734765331,0.8205429548218438,-0.9544922010731264,3.33,3.58,6.91,0.65,3.33,3.58,0.65,0.0,1,0.9652797992753112,-2.0720789256000303,-0.37392927779551544,-2.5803319974843624,0.6257639072400938,0.8089857679426452,-0.8023236612313862,0.6583617401317422,0.6583617401317422,1,0,1
2135,9,216,23,44_walkers_french_fries.png,0.95,63_kitkat.png,0.95,1,1082,100,905,1.0,1347,280,1627,2,2,0.0,-7.578206972555913e-18,0.0,-1.0662066371434062,0.8205429548218438,-0.9065931968274248,0.58,3.58,4.16,1.9,3.58,0.58,0.95,0.95,1,-0.2906038695500028,0.8272852426835936,0.6104549270043783,0.5649002688959329,0.7967688008200063,-1.2154468502928084,0.0850389134024051,1.7680410386327003,1.7680410386327003,1,1,1
2136,9,217,32,58_walnut_whip.png,0.95,43_mccoys_steak_crisps.png,0.65,1,2864,90,1857,1.0,1446,916,2362,5,1,-0.29999999999999993,-0.7020866077249227,0.29999999999999993,-0.039911478395742085,0.4512062909860552,0.4482643518367087,0.0,2.33,2.33,1.6,2.33,0.0,0.65,0.95,0,-1.126337365531939,0.13143784229552424,-0.37392927779551544,0.5649002688959329,-0.05825566707955638,-1.6068371564849961,2.747126637303779,1.8797991775458183,1.8797991775458183,1,1,1
2137,9,218,46,32_snickers.png,0.65,29_mms_peanut.png,0.95,1,2367,16,2444,1.0,1877,356,2233,2,2,0.29999999999999993,0.7020866077249227,0.29999999999999993,-0.039911478395742085,-2.2818850213987805,0.07039442945395094,4.33,4.33,8.66,1.6,4.33,4.33,0.95,0.65,1,1.7644784976186927,0.13143784229552424,0.6104549270043783,-0.428330973118897,1.309783481559744,1.3150939225015086,0.0850389134024051,2.3663421863493923,2.3663421863493923,0,1,1
2138,9,219,40,42_dairy_milk_fruit_and_nut.png,0.65,40_nestle_rolo.png,0.35,0,1091,100,1979,1.0,719,619,1338,1,1,-0.30000000000000004,-0.7020866077249229,0.30000000000000004,-0.03991147839574171,0.8205429548218438,-0.8997504819351817,3.83,0.0,3.83,1.0,3.83,0.0,0.65,0.35,1,-0.4413099098090405,-1.2602569584806156,-0.37392927779551544,-1.4215622151337273,0.9677736943999189,-1.6068371564849961,-0.8023236612313862,1.0591106220929223,1.0591106220929223,1,0,1
2139,9,220,31,54_milkyway_magic_stars.png,0.8,13_fruit_pastilles.png,0.65,1,1598,22,1505,1.0,801,690,1491,2,2,-0.15000000000000002,-0.35104330386246146,0.15000000000000002,-0.553059057769574,-2.0602830230973077,-0.5142775430054871,0.08,3.08,3.16,1.4500000000000002,3.08,0.08,0.65,0.8,0,-0.7472888400319352,-0.21648585789851044,-0.37392927779551544,0.06828464788851812,0.45475901366018123,-1.552852286665384,0.0850389134024051,1.1516779694755048,1.1516779694755048,0,1,1
2140,9,221,56,111_propercorn_sweetnsalty.png,0.65,52_discos_salt_vinegar.png,0.65,1,1885,90,717,1.0,1331,590,1921,2,2,0.0,-7.578206972555913e-18,0.0,-1.0662066371434062,0.4512062909860552,-0.2960709681084017,0.83,0.83,1.66,1.3,0.83,0.83,0.65,0.65,1,-1.4323162957548337,-0.5644095580925457,-0.37392927779551544,-0.428330973118897,-1.0842850285590315,-1.0467441321065207,0.0850389134024051,1.7499791171921963,1.7499791171921963,0,1,1
2141,9,222,27,45_gb_ginger.png,1.25,103_nakd_berry.png,0.35,0,1530,100,1656,1.0,1056,516,1572,1,1,-0.9,-2.1062598231747685,0.9,2.012678839099587,0.8205429548218438,-0.5659780555246572,0.58,0.58,1.16,1.6,0.58,0.58,1.25,0.35,1,-1.6606587809957998,0.13143784229552424,1.5948391318042723,-1.4215622151337273,-1.2552899221389442,-1.2154468502928084,-0.8023236612313862,1.4395398424335357,1.4395398424335357,1,0,1
2142,9,223,22,14_maltesers.png,0.95,33_walkers_smoky_bacon.png,0.8,0,1104,100,751,1.0,859,574,1433,1,1,-0.1499999999999999,-0.3510433038624612,0.1499999999999999,-0.5530590577695743,0.8205429548218438,-0.8898665604241639,3.83,3.33,7.16,1.75,3.83,3.33,0.95,0.8,1,1.0794510418957943,0.4793615424895589,0.6104549270043783,0.06828464788851812,0.9677736943999189,0.6402830497563574,-0.8023236612313862,1.2171524346973315,1.2171524346973315,1,0,1
2143,9,224,44,35_mms_plain.png,0.95,5_caramello.png,0.95,0,1021,100,1007,1.0,85,286,371,1,2,0.0,-7.578206972555913e-18,0.0,-1.0662066371434062,0.8205429548218438,-0.9529715977637392,4.33,3.08,7.41,1.9,4.33,3.08,0.95,0.95,1,1.1936222845162774,0.8272852426835936,0.6104549270043783,0.5649002688959329,1.309783481559744,0.4715803315700696,-0.8023236612313862,0.34340698501295547,0.34340698501295547,1,0,1
2144,9,225,21,48_mentos_mint.png,0.8,58_walnut_whip.png,0.95,0,1850,28,1298,1.0,-59,645,586,1,1,0.1499999999999999,0.3510433038624612,0.1499999999999999,-0.5530590577695743,-1.8386810247958345,-0.3226815260226804,3.33,0.0,3.33,1.75,3.33,0.0,0.8,0.95,0,-0.6696523950500066,0.4793615424895589,0.1182628246044316,0.5649002688959329,0.6257639072400938,-1.6068371564849961,-0.8023236612313862,0.1808496920484204,0.1808496920484204,0,0,1
2145,9,226,38,18_galaxy_bar.png,0.65,43_mccoys_steak_crisps.png,0.65,1,1320,80,767,1.0,-454,1337,883,1,2,0.0,-7.578206972555913e-18,0.0,-1.0662066371434062,0.08186962715026655,-0.7256414030103295,3.58,2.33,5.91,1.3,2.33,3.58,0.65,0.65,1,0.5085948287933788,-0.5644095580925457,-0.37392927779551544,-0.428330973118897,-0.05825566707955638,0.8089857679426452,-0.8023236612313862,-0.26505399351401954,0.26505399351401954,0,0,0
2146,9,227,51,56_marshmallows.png,0.0,104_graze_sriracha.png,0.95,1,904,100,711,1.0,-1079,1454,375,1,2,0.95,2.223274257795589,0.95,2.183728032224197,0.8205429548218438,-1.0419268913628994,3.58,1.08,4.66,0.95,1.08,3.58,0.95,0.0,1,-0.06226138430903661,-1.3762315252119606,0.6104549270043783,-2.5803319974843624,-0.9132801349791191,0.8089857679426452,-0.8023236612313862,-0.9705977997837031,0.9705977997837031,1,0,0
2147,9,228,19,15_jacobs_mini_cheddars.png,0.65,36_nature_valley_protein_bars.png,0.65,1,1339,100,627,1.0,557,240,797,1,2,0.0,-7.578206972555913e-18,0.0,-1.0662066371434062,0.8205429548218438,-0.7111956715711497,1.83,3.83,5.66,1.3,3.83,1.83,0.65,0.65,1,0.39442358617289575,-0.5644095580925457,-0.37392927779551544,-0.428330973118897,0.9677736943999189,-0.37193325936136945,-0.8023236612313862,0.8762336675078204,0.8762336675078204,1,0,1
2148,9,229,20,27_mars.png,0.8,108_chilli_nuts.png,0.8,0,1143,100,2252,1.0,-904,1474,570,1,2,0.0,-7.578206972555913e-18,0.0,-1.0662066371434062,0.8205429548218438,-0.8602147958911105,3.58,2.83,6.41,1.6,3.58,2.83,0.8,0.8,1,0.736937314034345,0.13143784229552424,0.1182628246044316,0.06828464788851812,0.7967688008200063,0.30287761338378183,-0.8023236612313862,-0.7730455340281916,0.7730455340281916,1,0,0
2149,9,230,29,31_beef_jerky.png,0.95,55_bassetts_licorice_allsorts.png,0.0,0,1422,100,1592,1.0,-881,1483,602,2,1,-0.95,-2.223274257795589,0.95,2.183728032224197,0.8205429548218438,-0.6480906342315744,0.33,3.58,3.91,0.95,0.33,3.58,0.95,0.0,1,-0.4047751121704859,-1.3762315252119606,0.6104549270043783,-2.5803319974843624,-1.4262948157188566,0.8089857679426452,0.0850389134024051,-0.7470815219574674,0.7470815219574674,1,1,0
2150,9,231,43,50_nakd_rhubarb_and_custard.png,0.95,107_graze_scream.png,0.95,1,1125,100,844,1.0,-791,1408,617,1,2,0.0,-7.578206972555913e-18,0.0,-1.0662066371434062,0.8205429548218438,-0.8739002256755967,0.08,3.83,3.91,1.9,3.83,0.08,0.95,0.95,1,-0.4047751121704859,0.8272852426835936,0.6104549270043783,0.5649002688959329,0.9677736943999189,-1.552852286665384,-0.8023236612313862,-0.6454832138546329,0.6454832138546329,1,0,0
2151,9,232,14,113_walkers_cheese.png,0.95,64_nestle_aero_mint.png,0.8,0,1384,78,1540,1.0,-1066,1632,566,2,1,-0.1499999999999999,-0.3510433038624612,0.1499999999999999,-0.5530590577695743,0.008002294383108824,-0.6769820971099342,2.83,1.33,4.16,1.75,2.83,1.33,0.95,0.8,1,-0.2906038695500028,0.4793615424895589,0.6104549270043783,0.06828464788851812,0.2837541200802687,-0.709338695733945,0.0850389134024051,-0.9559224886132937,0.9559224886132937,0,1,0
2152,9,233,49,25_wonderful_almonds.png,0.0,35_mms_plain.png,0.95,1,1261,100,772,1.0,-988,1563,575,1,2,0.95,2.223274257795589,0.95,2.183728032224197,0.8205429548218438,-0.7704992006372565,3.83,4.33,8.16,0.95,4.33,3.83,0.95,0.0,1,1.5361360123777266,-1.3762315252119606,0.6104549270043783,-2.5803319974843624,1.309783481559744,0.977688486128933,-0.8023236612313862,-0.8678706215908372,0.8678706215908372,1,0,0
2153,9,234,13,117_yogurt_raisins.png,1.55,111_propercorn_sweetnsalty.png,0.65,0,1501,100,867,1.0,-1164,1746,582,2,1,-0.9,-2.1062598231747685,0.9,2.012678839099587,0.8205429548218438,-0.5880268035107739,2.33,0.83,3.16,2.2,2.33,0.83,1.55,0.65,1,-0.7472888400319352,1.523132643071664,2.5792233366041666,-0.428330973118897,-0.05825566707955638,-1.0467441321065207,0.0850389134024051,-1.06655175743638,1.06655175743638,1,1,0
2154,9,235,52,15_jacobs_mini_cheddars.png,0.65,11_lindt_orange.png,0.95,1,1148,100,720,1.0,-645,1196,551,1,2,0.29999999999999993,0.7020866077249227,0.29999999999999993,-0.039911478395742085,0.8205429548218438,-0.8564132876176421,1.83,3.58,5.41,1.6,3.58,1.83,0.95,0.65,1,0.28025234355241263,0.13143784229552424,0.6104549270043783,-0.428330973118897,0.7967688008200063,-0.37193325936136945,-0.8023236612313862,-0.48066818071003486,0.48066818071003486,1,0,0
2155,9,236,15,107_graze_scream.png,0.95,36_nature_valley_protein_bars.png,0.65,1,1303,80,710,1.0,-583,1407,824,1,2,-0.29999999999999993,-0.7020866077249227,0.29999999999999993,-0.039911478395742085,0.08186962715026655,-0.7385665311401222,3.83,3.83,7.66,1.6,3.83,3.83,0.65,0.95,0,1.3077935271367604,0.13143784229552424,-0.37392927779551544,0.5649002688959329,0.9677736943999189,0.977688486128933,-0.8023236612313862,-0.4106782351280822,0.4106782351280822,0,0,0
2156,9,237,55,51_smarties.png,0.5,59_crunchie.png,0.8,1,1263,100,3497,1.0,-900,1517,617,1,2,0.30000000000000004,0.7020866077249229,0.30000000000000004,-0.03991147839574171,0.8205429548218438,-0.7689785973278691,3.58,4.08,7.66,1.3,4.08,3.58,0.8,0.5,1,1.3077935271367604,-0.5644095580925457,0.1182628246044316,-0.9249465941263122,1.1387785879798313,0.8089857679426452,-0.8023236612313862,-0.7685300536680657,0.7685300536680657,1,0,0
2157,9,238,30,34_hobnob_flapjack.png,0.8,47_daim.png,0.65,1,1326,86,1284,1.0,-996,1595,599,1,2,-0.15000000000000002,-0.35104330386246146,0.15000000000000002,-0.553059057769574,0.3034716254517397,-0.7210795930821675,0.33,3.33,3.66,1.4500000000000002,3.33,0.33,0.65,0.8,0,-0.518946354790969,-0.21648585789851044,-0.37392927779551544,0.06828464788851812,0.6257639072400938,-1.3841495684790963,-0.8023236612313862,-0.8769015823110891,0.8769015823110891,0,0,0
2158,9,239,50,109_kp_roast.png,0.65,57_food_doctor_mild_korma_crisps.png,0.8,0,6668,82,539,1.0,-788,3016,2228,6,1,0.15000000000000002,0.35104330386246146,0.15000000000000002,-0.553059057769574,0.15573695991742426,3.340451846291458,0.33,0.58,0.91,1.4500000000000002,0.33,0.58,0.65,0.8,0,-1.7748300236162828,-0.21648585789851044,-0.37392927779551544,0.06828464788851812,-1.4262948157188566,-1.2154468502928084,3.6344892119375705,-0.6420966035845385,0.6420966035845385,0,1,0
2159,9,240,54,102_propercorn_worcester.png,0.0,41_jelly_babies_berry_mix.png,0.95,1,1010,98,1085,1.0,-1084,1424,340,1,2,0.95,2.223274257795589,0.95,2.183728032224197,0.7466756220546861,-0.9613349159653696,0.58,3.83,4.41,0.95,3.83,0.58,0.95,0.0,1,-0.1764326269295197,-1.3762315252119606,0.6104549270043783,-2.5803319974843624,0.9677736943999189,-1.2154468502928084,-0.8023236612313862,-0.9762421502338605,0.9762421502338605,1,0,0
2160,10,1,19,63_kitkat.png,0.95,109_kp_roast.png,0.95,0,2562,100,1686,1.0,-367,1614,1247,0,1,0.0,2.0473964488135243e-17,0.0,-1.147114241071434,1.0090849435653697,-0.30818218644047124,5.0,5.0,10.0,1.9,5.0,5.0,0.95,0.95,1,1.3822237857620747,-0.8147017990221859,-0.5598210185836086,-0.5783635329688489,0.9552692152077654,0.9665146530753043,-1.9764221776023356,-1.1906504952765955,1.1906504952765955,1,0,0
2161,10,2,10,38_milkybar.png,2.45,5_caramello.png,1.1,0,3709,78,2331,1.0,347,1585,1932,3,1,-1.35,-1.867182411501144,1.35,1.694361401949547,-0.3967114949636937,0.5974735161379701,5.0,4.33,9.33,3.5500000000000003,5.0,4.33,2.45,1.1,1,1.1145677347619038,1.5231381459980011,2.4258910805289733,-0.28302896294220187,0.9552692152077654,0.596952765467682,0.749677377711231,-0.3958631131309938,0.3958631131309938,0,1,0
2162,10,3,17,64_nestle_aero_mint.png,1.1,59_crunchie.png,1.1,0,3707,88,2355,1.0,99,1781,1880,2,1,0.0,2.0473964488135243e-17,0.0,-1.147114241071434,0.2422868861858805,0.5958943431605012,5.0,5.0,10.0,2.2,5.0,5.0,1.1,1.1,1,1.3822237857620747,-0.389639990836697,-0.26124980867235015,-0.28302896294220187,0.9552692152077654,0.9665146530753043,-0.1590224740599579,-0.6719237164532756,0.6719237164532756,0,0,0
2163,10,4,6,62_cadbury_wispa.png,1.4,109_kp_roast.png,0.95,0,1775,92,2260,1.0,603,801,1404,1,1,-0.45,-0.6223941371670478,0.45,-0.19995569339777386,0.4978862386457102,-0.929586753074502,5.0,5.0,10.0,2.35,5.0,5.0,1.4,0.95,1,1.3822237857620747,-0.1771090867439529,0.3358926111501658,-0.5783635329688489,0.9552692152077654,0.9665146530753043,-1.0677223258311468,-0.11089732905638035,0.11089732905638035,1,0,0
2164,10,5,8,51_smarties.png,1.1,31_beef_jerky.png,0.35,0,2242,100,1364,1.0,281,1189,1470,1,1,-0.7500000000000001,-1.03732356194508,0.7500000000000001,0.4314833383846667,1.0090849435653697,-0.5608498628355029,5.0,0.08,5.08,1.4500000000000002,5.0,0.08,1.1,0.35,1,-0.5832504991944035,-1.4522945113004182,-0.26124980867235015,-1.7597018130754358,0.9552692152077654,-1.7472830887597732,-1.0677223258311468,-0.4693308543377301,0.4693308543377301,1,0,0
2165,10,6,26,35_mms_plain.png,0.95,55_bassetts_licorice_allsorts.png,2.0,1,7777,66,1653,1.0,4730,1166,5896,1,2,1.05,1.4522529867231118,1.05,1.062922370167107,-1.1635095523431829,3.8095113523098085,5.0,3.83,8.83,2.95,3.83,5.0,2.0,0.95,1,0.9148244131199854,0.6730145296270241,1.5301774507951986,-0.5783635329688489,0.30080282270705366,0.9665146530753043,-1.0677223258311468,4.483062791552721,4.483062791552721,0,0,1
